road_name,state,district,city,pothole_count,average_pothole_depth,total_crack_length,pavement_age,road_length,traffic_density,rainfall,risk_level,provenance
Chennai Survey Corridor R-0482,Tamil Nadu,Chennai,Chennai,2,0.8,109.4,7.0,10.5,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0992,Maharashtra,Pune,Pune,1,0.2,85.7,13.1,8.2,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Calicut Mini Bypass Corridor,Kerala,Kozhikode,Kozhikode,19,9.8,72.0,10.5,8.5,High,Torrential,Critical Risk,IRC:82-2015 Specification Benchmark
Coimbatore Survey Corridor R-0865,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.7,2.3,25.2,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0959,Delhi,South Delhi,Delhi NCR,4,5.5,24.5,3.3,19.7,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Monsoon Damaged NH-66 Coastal Highway (Ratnagiri),Maharashtra,Ratnagiri,Ratnagiri,28,14.0,95.0,13.0,14.0,Very High,Torrential,Critical Risk,IRC:82-2015 Specification Benchmark
Coimbatore Survey Corridor R-0049,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.6,0.6,25.1,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0132,Andhra Pradesh,Visakhapatnam,Visakhapatnam,19,10.6,65.3,15.9,20.5,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0569,Karnataka,Bengaluru Urban,Bengaluru,4,5.0,14.4,4.0,30.8,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0268,Tamil Nadu,Madurai,Madurai,13,14.0,22.9,13.8,14.8,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0528,Andhra Pradesh,Visakhapatnam,Visakhapatnam,41,16.4,63.8,15.8,27.3,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0656,Maharashtra,Pune,Pune,0,0.0,104.5,10.6,26.0,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1098,Karnataka,Mysuru,Mysuru,38,17.4,76.5,15.9,30.5,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0139,Maharashtra,Mumbai Suburban,Mumbai,1,1.1,9.0,2.3,25.0,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0537,Kerala,Ernakulam,Kochi,4,13.0,19.5,5.5,33.3,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0286,Telangana,Hyderabad,Hyderabad,29,11.6,71.1,11.4,28.5,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0616,Tamil Nadu,Madurai,Madurai,25,7.0,55.7,8.1,23.5,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0886,Telangana,Hyderabad,Hyderabad,34,9.3,48.7,12.1,22.4,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0378,Karnataka,Mysuru,Mysuru,36,16.1,76.1,12.1,6.6,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0417,Kerala,Ernakulam,Kochi,3,10.9,19.2,3.3,5.8,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0874,Telangana,Hyderabad,Hyderabad,22,13.1,49.6,8.6,4.6,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0411,Tamil Nadu,Salem,Salem,4,11.9,27.1,6.7,2.1,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1115,Delhi,South Delhi,Delhi NCR,3,4.3,18.1,3.6,5.2,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0369,Kerala,Ernakulam,Kochi,3,15.2,5.7,7.6,33.8,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0488,Maharashtra,Pune,Pune,2,0.4,97.7,15.7,2.8,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1075,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.5,1.8,17.7,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0815,Delhi,South Delhi,Delhi NCR,8,4.3,37.9,3.7,24.0,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0267,Tamil Nadu,Salem,Salem,2,12.8,33.2,8.8,23.7,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0367,Maharashtra,Mumbai Suburban,Mumbai,1,0.9,7.0,0.4,17.6,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0754,Telangana,Hyderabad,Hyderabad,15,10.5,54.9,8.0,26.7,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0110,Tamil Nadu,Chennai,Chennai,0,0.0,64.3,8.8,2.1,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0902,Tamil Nadu,Chennai,Chennai,3,1.0,71.9,14.3,13.4,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1121,Karnataka,Bengaluru Urban,Bengaluru,8,5.8,28.6,7.0,16.9,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0419,Delhi,South Delhi,Delhi NCR,6,3.2,25.4,3.0,1.3,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0246,Karnataka,Mysuru,Mysuru,34,16.8,118.2,15.9,15.5,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0700,Tamil Nadu,Madurai,Madurai,33,11.9,66.9,8.2,7.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0840,Andhra Pradesh,Visakhapatnam,Visakhapatnam,36,13.7,133.7,16.5,29.1,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0749,Karnataka,Bengaluru Urban,Bengaluru,6,4.2,32.2,6.4,25.6,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0512,Maharashtra,Pune,Pune,2,2.2,65.2,12.7,14.4,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0792,Andhra Pradesh,Visakhapatnam,Visakhapatnam,24,12.4,64.4,14.8,31.7,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0809,Karnataka,Bengaluru Urban,Bengaluru,6,3.1,32.7,6.4,19.6,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0721,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.5,0.9,1.8,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0199,Maharashtra,Mumbai Suburban,Mumbai,2,0.9,5.5,0.7,34.7,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0322,Telangana,Hyderabad,Hyderabad,32,12.6,25.9,9.9,6.1,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1005,Kerala,Ernakulam,Kochi,3,15.4,8.7,7.6,2.8,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0187,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.6,0.7,4.9,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Anna Salai Arterial Axis (Mount Road - Guindy Sector),Tamil Nadu,Chennai,Chennai,7,4.5,35.0,4.8,11.2,Very High,Heavy,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Salem Survey Corridor R-0087,Tamil Nadu,Salem,Salem,5,8.6,21.6,9.8,18.8,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0718,Telangana,Hyderabad,Hyderabad,20,6.6,57.4,7.8,11.4,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0958,Telangana,Hyderabad,Hyderabad,15,13.4,37.7,9.8,26.7,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0971,Delhi,South Delhi,Delhi NCR,4,3.6,36.8,7.1,25.1,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0824,Maharashtra,Pune,Pune,3,0.4,83.8,5.7,2.1,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0284,Maharashtra,Pune,Pune,1,1.5,85.5,13.7,23.0,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0889,Tamil Nadu,Coimbatore,Coimbatore,1,1.4,5.0,0.9,15.5,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0707,Delhi,South Delhi,Delhi NCR,6,4.4,12.8,7.5,6.3,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0234,Karnataka,Mysuru,Mysuru,31,10.3,99.9,14.9,24.9,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0443,Delhi,South Delhi,Delhi NCR,5,2.6,31.7,5.3,10.8,Low,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0717,Kerala,Ernakulam,Kochi,4,16.0,10.7,6.2,15.7,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0454,Telangana,Hyderabad,Hyderabad,17,6.3,47.8,13.8,17.4,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0230,Tamil Nadu,Chennai,Chennai,3,1.3,52.0,10.4,3.2,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0538,Telangana,Hyderabad,Hyderabad,32,10.0,66.8,11.7,6.9,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0237,Kerala,Ernakulam,Kochi,3,13.5,29.0,4.4,6.7,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0158,Tamil Nadu,Chennai,Chennai,2,1.4,79.6,9.8,14.6,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1087,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,5.7,2.7,22.2,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0075,Tamil Nadu,Salem,Salem,2,14.8,15.6,9.7,24.0,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0184,Tamil Nadu,Madurai,Madurai,30,11.6,68.4,11.3,24.5,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1078,Telangana,Hyderabad,Hyderabad,24,9.1,30.9,8.4,2.7,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0492,Andhra Pradesh,Visakhapatnam,Visakhapatnam,32,12.0,132.5,12.1,25.6,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0311,Delhi,South Delhi,Delhi NCR,6,5.2,15.2,6.0,32.8,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0363,Tamil Nadu,Salem,Salem,5,11.9,9.0,3.6,25.7,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0362,Tamil Nadu,Chennai,Chennai,1,0.7,67.0,10.1,17.4,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0295,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,4.1,0.7,2.8,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0098,Tamil Nadu,Chennai,Chennai,0,0.0,115.3,14.3,9.4,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0080,Maharashtra,Pune,Pune,1,2.7,47.5,10.6,8.9,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0531,Tamil Nadu,Salem,Salem,2,13.8,11.0,4.4,1.3,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0605,Karnataka,Bengaluru Urban,Bengaluru,8,3.8,21.6,3.2,12.9,Very High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0525,Kerala,Ernakulam,Kochi,3,15.1,17.6,8.5,17.2,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1081,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.7,2.9,10.8,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1032,Andhra Pradesh,Visakhapatnam,Visakhapatnam,22,17.0,115.2,12.3,24.6,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0345,Kerala,Ernakulam,Kochi,3,12.5,29.4,8.2,31.0,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0557,Karnataka,Bengaluru Urban,Bengaluru,3,3.2,25.5,3.4,21.6,Medium,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0005,Karnataka,Bengaluru Urban,Bengaluru,6,5.9,18.1,3.5,22.0,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0671,Delhi,South Delhi,Delhi NCR,3,5.2,35.8,3.9,32.4,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0705,Kerala,Ernakulam,Kochi,5,10.6,18.1,9.3,33.7,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0524,Maharashtra,Pune,Pune,2,1.0,106.4,6.6,15.6,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0437,Karnataka,Bengaluru Urban,Bengaluru,3,4.3,25.3,3.8,23.0,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0467,Delhi,South Delhi,Delhi NCR,7,4.9,12.2,3.5,30.5,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0225,Kerala,Ernakulam,Kochi,4,10.2,34.5,5.9,31.4,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0036,Andhra Pradesh,Visakhapatnam,Visakhapatnam,44,10.7,82.3,15.6,29.8,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0124,Tamil Nadu,Madurai,Madurai,17,8.6,78.2,12.9,28.8,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0236,Maharashtra,Pune,Pune,0,0.0,105.1,8.9,12.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0600,Andhra Pradesh,Visakhapatnam,Visakhapatnam,24,13.1,74.7,16.8,31.0,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0103,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,1.2,0.2,12.9,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0422,Tamil Nadu,Chennai,Chennai,0,0.0,44.7,8.8,18.3,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1025,Karnataka,Bengaluru Urban,Bengaluru,4,4.5,15.6,7.7,13.0,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0161,Karnataka,Bengaluru Urban,Bengaluru,7,3.9,26.3,4.3,7.7,High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0194,Tamil Nadu,Chennai,Chennai,1,0.3,38.2,10.3,20.7,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Outer Ring Road (Nehru Place - IIT Flyover Sector),Delhi,South Delhi,Delhi NCR,6,3.2,25.0,4.0,9.8,Very High,Moderate,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Visakhapatnam Survey Corridor R-0096,Andhra Pradesh,Visakhapatnam,Visakhapatnam,30,9.6,62.9,11.1,1.5,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0911,Delhi,South Delhi,Delhi NCR,4,5.5,22.9,4.5,32.8,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0407,Delhi,South Delhi,Delhi NCR,6,3.6,27.6,4.5,11.2,Medium,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0183,Tamil Nadu,Salem,Salem,2,9.1,33.5,6.1,7.3,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1058,Tamil Nadu,Chennai,Chennai,3,2.3,88.6,15.9,12.7,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0215,Delhi,South Delhi,Delhi NCR,9,3.8,12.2,7.1,5.4,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0789,Kerala,Ernakulam,Kochi,5,8.3,17.2,6.6,20.7,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1013,Karnataka,Bengaluru Urban,Bengaluru,4,3.4,15.5,4.3,14.1,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0562,Telangana,Hyderabad,Hyderabad,15,7.2,20.1,7.4,5.0,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0301,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.4,2.4,25.1,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0702,Karnataka,Mysuru,Mysuru,37,11.2,112.3,15.0,12.3,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1106,Tamil Nadu,Chennai,Chennai,2,1.0,103.5,8.7,2.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1000,Tamil Nadu,Madurai,Madurai,22,12.8,46.7,7.1,30.3,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1061,Karnataka,Bengaluru Urban,Bengaluru,6,3.0,13.4,3.1,5.9,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0620,Maharashtra,Pune,Pune,3,0.6,78.7,13.1,15.8,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0982,Telangana,Hyderabad,Hyderabad,31,7.1,33.5,10.0,9.9,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1030,Telangana,Hyderabad,Hyderabad,17,6.8,79.9,10.3,10.7,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0981,Kerala,Ernakulam,Kochi,4,8.3,15.1,6.6,28.1,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0658,Telangana,Hyderabad,Hyderabad,17,6.2,71.3,7.3,30.0,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0851,Delhi,South Delhi,Delhi NCR,6,4.5,20.0,5.4,28.0,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0118,Telangana,Hyderabad,Hyderabad,23,7.1,40.6,9.8,13.1,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0975,Tamil Nadu,Salem,Salem,4,15.6,7.7,4.1,33.7,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0893,Karnataka,Bengaluru Urban,Bengaluru,3,5.5,30.9,4.8,4.0,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0217,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.4,2.1,3.3,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0314,Tamil Nadu,Chennai,Chennai,2,2.1,118.6,7.6,5.8,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0790,Telangana,Hyderabad,Hyderabad,21,9.3,68.6,13.6,1.8,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0028,Tamil Nadu,Madurai,Madurai,33,5.3,40.7,11.1,24.1,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0685,Tamil Nadu,Coimbatore,Coimbatore,1,1.8,2.8,2.1,10.2,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0273,Kerala,Ernakulam,Kochi,4,9.8,7.2,7.2,23.7,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0364,Tamil Nadu,Madurai,Madurai,12,12.0,20.4,6.5,8.7,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0877,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.8,0.5,6.8,Low,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0695,Delhi,South Delhi,Delhi NCR,9,5.2,18.2,3.7,4.9,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0988,Tamil Nadu,Madurai,Madurai,34,6.1,33.8,6.9,28.9,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1133,Karnataka,Bengaluru Urban,Bengaluru,9,3.9,35.9,6.3,4.1,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0401,Karnataka,Bengaluru Urban,Bengaluru,5,4.5,14.9,5.2,16.7,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0206,Tamil Nadu,Chennai,Chennai,1,2.4,90.7,11.1,4.0,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Ernakulam Heavy Industrial Bypass (Kalamassery),Kerala,Ernakulam,Kochi,30,15.0,105.0,13.5,9.0,Very High,Torrential,Critical Risk,IRC:82-2015 Specification Benchmark
Mumbai Survey Corridor R-0967,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.2,2.4,1.4,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0931,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,5.2,1.8,12.3,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0663,Tamil Nadu,Salem,Salem,4,12.8,6.6,5.6,8.9,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0290,Tamil Nadu,Chennai,Chennai,3,0.4,94.1,9.4,15.6,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0316,Tamil Nadu,Madurai,Madurai,19,12.3,56.9,8.5,22.2,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0554,Tamil Nadu,Chennai,Chennai,2,0.6,70.6,13.3,4.4,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0861,Kerala,Ernakulam,Kochi,4,10.6,22.9,10.0,15.8,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0979,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.7,0.5,23.7,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0849,Kerala,Ernakulam,Kochi,4,13.1,14.2,9.0,33.6,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0662,Tamil Nadu,Chennai,Chennai,0,0.0,109.3,7.7,10.0,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0338,Tamil Nadu,Chennai,Chennai,3,1.5,36.1,15.9,23.8,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0433,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.1,2.2,23.2,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0023,Delhi,South Delhi,Delhi NCR,9,5.7,19.1,6.2,1.0,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0069,Kerala,Ernakulam,Kochi,5,11.1,25.4,5.4,9.9,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0622,Telangana,Hyderabad,Hyderabad,31,13.1,76.0,12.4,23.9,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
